HBO_WO,Brincode,Brin_volgnr,Isatcode,Type_HO,Opl_vorm,Voertaal,Studiejaar,Fixus,Maand,Herkomst,Geslacht,meercode_V,meercode_A,Status,Hogerejaars,Herinschrijving,1cHO_L,1cHO_K,Aantal,etl_ingestion_timestamp,etl_is_deleted
H,30GB,13,34507,B,1,1,2020,N,9,N,V,1,0,V,N,N,1,1,28,2020-07-06,0
W,21PJ,0,50019,B,1,2,2020,N,9,E,M,1,1,A,N,N,1,1,21,2020-07-06,0
W,21PC,0,50645,B,1,1,2020,N,9,N,M,2,0,V,N,N,1,1,27,2020-07-06,0
H,27UM,1,39205,B,1,2,2020,N,9,N,V,1,0,V,N,N,1,1,23,2020-07-06,0
H,25DW,0,34576,B,1,1,2020,N,9,N,V,1,0,V,N,N,1,1,35,2020-07-06,0
H,21UI,0,34411,B,1,2,2020,N,9,N,V,1,0,V,N,N,1,1,21,2020-07-06,0
H,22OJ,0,34116,B,1,,2020,N,9,N,V,1,0,I,J,J,6,6,43,2020-07-06,0
H,30GB,0,34560,B,3,1,2020,N,9,N,V,1,0,I,J,J,6,6,25,2020-07-06,0
H,07GR,0,34808,B,1,1,2020,N,9,N,V,1,0,V,N,N,1,1,54,2020-07-06,0
H,21RI,0,34570,B,1,1,2020,N,9,N,M,1,0,V,N,N,1,1,21,2020-07-06,0
W,21PN,0,50700,B,1,1,2020,N,9,N,M,1,0,V,N,N,2,2,24,2020-07-06,0
W,21PD,0,56570,B,1,1,2020,N,9,N,V,1,0,V,N,N,1,1,29,2020-07-06,0
W,21PK,0,50700,B,1,,2020,N,9,N,V,1,0,V,J,J,6,6,21,2020-07-06,0
H,28DN,0,35516,B,1,1,2020,N,9,N,M,1,0,V,N,N,1,1,23,2020-07-06,0
H,25DW,0,34116,B,1,,2020,N,9,N,V,1,0,I,J,J,6,6,26,2020-07-06,0
H,30GB,0,30018,B,1,1,2020,N,9,N,M,1,0,V,N,N,1,1,28,2020-07-06,0
W,21PL,0,56990,B,1,1,2020,N,9,N,V,4,0,V,N,N,1,1,39,2020-07-06,0
H,25JX,0,34500,B,1,,2020,N,9,N,M,1,0,I,J,J,6,6,26,2020-07-06,0
W,21PE,0,50950,B,1,1,2020,N,9,N,M,1,0,V,N,N,1,1,42,2020-07-06,0
H,22OJ,0,34263,B,1,1,2020,N,9,N,M,1,0,V,N,N,1,1,32,2020-07-06,0
H,22OJ,0,34397,B,1,1,2020,N,9,N,V,1,0,V,N,N,1,1,21,2020-07-06,0
H,21RI,0,34507,B,1,,2020,N,9,N,V,1,0,I,J,J,6,6,28,2020-07-06,0
H,21RI,0,39205,B,1,1,2020,N,9,N,V,1,0,V,N,N,1,1,59,2020-07-06,0
W,21PJ,0,56604,B,1,2,2020,N,9,E,V,1,0,V,N,N,1,1,21,2020-07-06,0
H,28DN,0,34040,B,1,1,2020,N,9,N,M,1,0,V,N,N,1,1,34,2020-07-06,0
H,30GB,8,34808,B,1,1,2020,N,9,N,V,1,0,I,J,J,6,6,30,2020-07-06,0
H,30GB,0,30026,B,1,1,2020,N,9,N,M,1,0,I,J,J,6,6,21,2020-07-06,0
H,28DN,0,35516,B,1,,2020,N,9,N,V,1,0,V,J,J,6,6,26,2020-07-06,0
W,21PL,0,50645,B,1,1,2020,N,9,N,M,1,0,V,N,N,1,1,32,2020-07-06,0
H,25DW,0,34686,B,1,1,2020,N,9,N,V,1,0,V,N,N,1,1,42,2020-07-06,0
H,27UM,1,35158,B,1,1,2020,N,9,N,V,2,0,V,N,N,1,1,22,2020-07-06,0
W,21PC,0,56157,B,1,1,2020,N,9,N,V,3,0,V,N,N,1,1,23,2020-07-06,0
H,07GR,0,35523,B,1,1,2020,N,9,N,M,1,0,V,N,N,1,1,23,2020-07-06,0
H,22OJ,0,30029,B,1,2,2020,N,9,N,M,1,0,V,N,N,1,1,44,2020-07-06,0
W,21PD,0,50700,B,1,1,2020,N,9,N,V,2,0,V,N,N,2,2,33,2020-07-06,0
H,25BE,0,34560,B,1,,2020,N,9,N,V,1,0,I,J,J,6,6,62,2020-07-06,0
W,21PN,0,50700,B,1,1,2020,N,9,N,V,1,0,V,N,N,2,2,46,2020-07-06,0
H,28DN,0,39205,B,1,1,2020,N,9,N,M,1,0,V,N,N,1,1,32,2020-07-06,0
H,31FR,0,34560,B,1,1,2020,N,9,N,V,1,0,V,N,N,1,1,24,2020-07-06,0
H,30GB,0,34035,B,1,1,2020,N,9,N,M,1,0,V,N,N,1,1,21,2020-07-06,0
H,25DW,0,34576,B,1,1,2020,N,9,N,V,2,0,V,N,N,1,1,21,2020-07-06,0
H,25KB,1,34808,B,1,1,2020,N,9,N,V,2,0,V,N,N,1,1,38,2020-07-06,0
H,21RI,0,34808,B,1,1,2020,N,9,N,V,1,0,V,N,N,1,1,59,2020-07-06,0
H,25KB,1,34402,B,1,1,2020,N,9,N,M,1,0,V,N,N,1,1,23,2020-07-06,0
H,30GB,0,35025,B,1,1,2020,N,9,N,M,1,0,V,N,N,1,1,34,2020-07-06,0
H,00MF,0,39111,B,1,1,2020,N,9,N,V,1,0,V,N,N,1,1,32,2020-07-06,0
H,28DN,0,35158,B,1,1,2020,N,9,N,V,1,0,I,J,J,6,6,26,2020-07-06,0
W,21PC,0,50700,B,1,1,2020,N,9,N,V,1,0,V,N,N,2,2,31,2020-07-06,0
W,21PC,0,66607,M,1,1,2020,N,9,N,V,1,0,V,N,N,3,5,33,2020-07-06,0
W,21PD,0,50700,B,1,1,2020,N,9,N,M,1,0,V,N,N,1,1,33,2020-07-06,0
H,25BE,0,34500,B,1,,2020,N,9,N,V,1,0,I,J,J,6,6,22,2020-07-06,0
W,21PK,0,50700,B,1,1,2020,N,9,N,V,1,0,V,N,N,2,2,34,2020-07-06,0
W,21PI,0,66836,M,1,2,2020,N,9,R,V,0,2,A,N,N,1,1,21,2020-07-06,0
W,21PD,0,50700,B,1,1,2020,N,9,N,V,2,0,V,N,N,1,1,27,2020-07-06,0
H,25DW,0,30020,B,1,,2020,N,9,N,M,1,0,I,J,J,6,6,72,2020-07-06,0
W,21PE,0,56551,B,1,1,2020,N,9,N,V,1,0,V,N,N,1,1,22,2020-07-06,0
H,27PZ,0,34641,B,1,,2020,N,9,N,V,1,0,I,J,J,6,6,23,2020-07-06,0
H,31FR,0,34411,B,1,2,2020,N,9,N,V,1,0,V,N,N,1,1,28,2020-07-06,0
W,21PM,0,56604,B,1,1,2020,N,9,N,V,2,0,V,N,N,1,1,33,2020-07-06,0
H,25DW,0,34035,B,1,1,2020,N,9,N,M,1,0,V,N,N,1,1,27,2020-07-06,0
W,21PC,0,50950,B,1,2,2020,N,9,N,M,1,0,V,N,N,1,1,22,2020-07-06,0
H,21RI,0,34507,B,1,1,2020,N,9,N,V,2,0,V,N,N,1,1,30,2020-07-06,0
W,21PC,0,50645,B,1,1,2020,N,9,N,M,1,0,V,J,J,6,6,37,2020-07-06,0
W,21PB,0,56607,B,1,1,2020,N,9,N,V,1,0,V,N,N,1,1,24,2020-07-06,0
W,21PK,0,56607,B,1,1,2020,N,9,N,V,1,0,V,N,N,2,2,35,2020-07-06,0
H,22OJ,0,39203,B,1,1,2020,N,9,N,M,1,0,V,N,N,1,1,29,2020-07-06,0
