HBO_WO,Brincode,Brin_volgnr,Isatcode,Type_HO,Opl_vorm,Voertaal,Studiejaar,Fixus,Maand,Herkomst,Geslacht,meercode_V,meercode_A,Status,Hogerejaars,Herinschrijving,1cHO_L,1cHO_K,Aantal,etl_ingestion_timestamp,etl_is_deleted
W,21PD,0,56570,B,1,1,2023,N,9,N,V,2,1,V,N,N,1,1,32,2023-05-08,0
H,28DN,0,30020,B,1,1,2023,N,9,N,V,1,0,V,N,N,1,1,33,2023-05-08,0
H,21RI,0,34507,B,1,1,2023,N,9,N,V,1,2,A,N,N,1,1,46,2023-05-08,0
H,30GB,0,34609,B,1,1,2023,N,9,N,V,1,0,I,J,J,6,6,56,2023-05-08,0
W,21PK,0,60046,M,1,2,2023,N,9,R,M,1,0,V,N,N,3,5,33,2023-05-08,0
W,21PF,0,60348,M,1,2,2023,N,9,E,M,1,0,V,N,N,1,1,41,2023-05-08,0
W,21PN,0,56475,B,1,2,2023,N,9,E,M,3,0,V,N,N,1,1,22,2023-05-08,0
W,21PD,0,56838,B,1,1,2023,N,9,N,M,1,0,V,N,N,1,1,68,2023-05-08,0
W,21PB,12,59316,B,1,2,2023,N,9,N,V,1,0,V,N,N,1,1,25,2023-05-08,0
W,21PB,0,50207,B,1,1,2023,N,9,N,V,2,0,V,N,N,1,1,47,2023-05-08,0
H,25JX,13,34134,B,1,1,2023,N,9,N,V,1,0,V,N,N,1,1,27,2023-05-08,0
W,21PE,0,56604,B,1,2,2023,N,9,E,V,1,0,V,N,N,1,1,33,2023-05-08,0
W,21PK,0,60219,M,1,1,2023,N,9,N,V,1,0,V,N,N,3,4,33,2023-05-08,0
W,21PC,0,50950,B,1,2,2023,N,9,N,M,4,0,V,N,N,1,1,30,2023-05-08,0
H,22OJ,0,35195,B,1,,2023,N,9,N,V,1,0,V,J,J,6,6,21,2023-05-08,0
W,21PK,0,56856,B,1,2,2023,N,9,R,V,0,2,A,N,N,1,1,23,2023-05-08,0
H,22OJ,0,34116,B,1,,2023,N,9,N,V,1,0,V,J,J,6,6,61,2023-05-08,0
W,21PE,0,60644,M,1,2,2023,N,9,R,M,2,0,V,N,N,1,1,31,2023-05-08,0
H,31FR,0,34464,B,1,1,2023,N,9,N,M,1,0,I,J,J,6,6,46,2023-05-08,0
W,21PK,0,59318,B,1,,2023,N,9,R,V,1,0,V,J,J,6,6,85,2023-05-08,0
W,21PM,0,50700,B,1,1,2023,N,9,N,M,1,0,V,N,N,1,1,68,2023-05-08,0
H,28DN,0,34464,B,1,1,2023,N,9,N,V,1,0,I,J,J,6,6,22,2023-05-08,0
W,21PK,0,56606,B,1,2,2023,N,9,E,V,3,2,V,N,N,1,1,33,2023-05-08,0
H,22OJ,0,35523,B,1,1,2023,N,9,N,V,1,0,V,N,N,1,1,25,2023-05-08,0
H,27PZ,0,34641,B,1,,2023,N,9,N,V,1,0,V,N,N,1,1,31,2023-05-08,0
H,25JX,7,34116,B,2,,2023,N,9,N,V,1,0,I,J,J,6,6,23,2023-05-08,0
W,21PE,0,56551,B,1,,2023,N,9,N,V,1,0,V,J,J,6,6,143,2023-05-08,0
W,21PF,0,60354,M,1,2,2023,N,9,N,V,1,0,V,N,N,3,5,23,2023-05-08,0
H,28DN,0,34574,B,1,1,2023,N,9,N,V,1,0,I,J,J,6,6,24,2023-05-08,0
W,21PD,0,56604,B,1,1,2023,N,9,N,M,1,1,A,N,N,1,1,26,2023-05-08,0
W,21PK,0,59318,B,1,2,2023,N,9,E,M,0,2,A,N,N,1,1,35,2023-05-08,0
W,21PB,0,56980,B,1,1,2023,N,9,N,M,2,0,V,N,N,1,1,25,2023-05-08,0
H,28DN,0,34402,B,1,1,2023,N,9,N,V,1,0,V,N,N,1,1,95,2023-05-08,0
H,08OK,0,34808,B,2,,2023,N,9,N,V,1,0,I,J,J,6,6,21,2023-05-08,0
H,01VU,0,30020,B,1,,2023,N,9,N,M,1,0,V,N,N,1,1,31,2023-05-08,0
W,21PL,0,65014,M,1,2,2023,N,9,R,M,0,1,A,N,N,1,1,47,2023-05-08,0
W,21PM,0,66860,M,1,2,2023,N,9,R,V,0,1,A,N,N,1,1,23,2023-05-08,0
W,21PM,0,59325,B,1,2,2023,N,9,E,V,3,0,V,N,N,1,1,21,2023-05-08,0
H,27PZ,7,39118,B,1,,2023,N,9,N,M,1,0,V,N,N,1,1,21,2023-05-08,0
W,21PK,0,56034,B,1,,2023,N,9,N,M,1,0,V,J,J,6,6,21,2023-05-08,0
W,21PF,0,56964,B,1,2,2023,N,9,E,M,2,1,V,N,N,1,1,24,2023-05-08,0
H,22OJ,0,34479,B,1,1,2023,N,9,N,M,1,0,V,N,N,1,1,69,2023-05-08,0
W,21PM,0,56607,B,1,1,2023,N,9,N,V,1,0,V,N,N,2,2,27,2023-05-08,0
H,25BE,0,34507,B,1,1,2023,N,9,N,V,2,0,V,N,N,1,1,65,2023-05-08,0
W,21PI,0,66836,M,1,2,2023,N,9,R,V,0,3,A,N,N,1,1,40,2023-05-08,0
H,25BE,0,34507,B,1,1,2023,N,9,N,V,1,1,A,N,N,1,1,79,2023-05-08,0
W,21PC,0,50950,B,1,2,2023,N,9,E,V,3,0,V,N,N,1,1,23,2023-05-08,0
W,27YA,0,66990,M,1,2,2023,N,9,R,V,0,1,A,N,N,1,1,27,2023-05-08,0
H,21RI,0,34507,B,3,1,2023,N,9,N,M,1,0,V,N,N,1,1,23,2023-05-08,0
H,25BE,0,34576,B,1,1,2023,N,9,N,V,1,0,V,N,N,1,1,59,2023-05-08,0
H,22OJ,0,34134,B,1,1,2023,N,9,N,V,1,0,V,N,N,1,1,22,2023-05-08,0
W,21PL,0,60644,M,1,2,2023,N,9,N,M,1,0,V,N,N,3,4,26,2023-05-08,0
W,21PE,0,50950,B,1,2,2023,N,9,R,M,1,1,A,N,N,1,1,46,2023-05-08,0
H,25BE,0,34402,B,1,,2023,N,9,N,M,1,0,I,J,J,6,6,50,2023-05-08,0
W,21PK,0,59318,B,1,2,2023,N,9,R,M,0,4,A,N,N,1,1,24,2023-05-08,0
W,21PN,0,60076,M,1,1,2023,N,9,N,V,2,0,V,N,N,3,5,50,2023-05-08,0
W,21PK,0,66615,M,1,2,2023,N,9,E,V,1,1,A,N,N,1,1,25,2023-05-08,0
H,22OJ,0,30023,B,1,1,2023,N,9,N,V,1,1,A,N,N,1,1,38,2023-05-08,0
H,01VU,0,34405,B,1,1,2023,N,9,N,V,1,0,V,N,N,1,1,37,2023-05-08,0
H,25BE,0,35523,B,1,,2023,N,9,N,M,1,0,I,J,J,6,6,37,2023-05-08,0
W,21PL,0,50426,B,1,2,2023,N,9,R,M,0,1,A,N,N,1,1,23,2023-05-08,0
W,21PJ,0,60019,M,1,2,2023,N,9,N,M,1,0,V,N,N,3,5,31,2023-05-08,0
W,21PJ,0,66585,M,1,,2023,N,9,N,V,1,0,V,J,J,6,6,22,2023-05-08,0
H,23KJ,0,49114,M,1,2,2023,N,9,R,V,1,1,A,N,N,1,1,22,2023-05-08,0
W,21PJ,0,60460,M,1,2,2023,N,9,R,V,0,1,A,N,N,1,1,33,2023-05-08,0
W,21PC,0,56034,B,1,1,2023,N,9,N,M,1,0,V,N,N,2,2,25,2023-05-08,0
W,21PI,0,66836,M,1,2,2023,N,9,R,M,0,2,A,N,N,1,1,161,2023-05-08,0
W,21PK,0,56604,B,1,2,2023,N,9,R,V,0,3,A,N,N,1,1,31,2023-05-08,0
W,21PK,0,59318,B,1,2,2023,N,9,R,M,2,2,A,N,N,1,1,25,2023-05-08,0
H,23AH,0,34475,B,1,2,2023,N,9,R,M,0,3,A,N,N,1,1,25,2023-05-08,0
H,07GR,0,34397,B,1,1,2023,N,9,N,V,1,0,V,N,N,1,1,97,2023-05-08,0
W,21PI,0,56849,B,1,2,2023,N,9,N,V,2,0,V,N,N,1,1,49,2023-05-08,0
W,21PE,0,56604,B,1,,2023,N,9,R,V,1,0,V,J,J,6,6,38,2023-05-08,0
W,21PE,0,50952,B,1,2,2023,N,9,E,V,2,2,A,N,N,1,1,29,2023-05-08,0
H,27PZ,7,35521,B,1,,2023,N,9,N,V,1,0,V,N,N,1,1,79,2023-05-08,0
H,22OJ,0,30029,B,1,2,2023,N,9,R,M,1,1,V,N,N,1,1,26,2023-05-08,0
H,28DN,0,34507,B,1,1,2023,N,9,N,V,2,1,V,N,N,1,1,24,2023-05-08,0
H,25JX,7,80096,A,1,,2023,N,9,N,M,1,0,I,J,J,6,6,24,2023-05-08,0
H,25DW,0,30029,B,1,2,2023,N,9,N,M,2,0,V,N,N,1,1,29,2023-05-08,0
H,21RI,0,34507,B,1,,2023,N,9,N,V,1,0,V,J,J,6,6,38,2023-05-08,0
H,28DN,0,30037,B,1,1,2023,N,9,N,V,1,1,V,N,N,1,1,26,2023-05-08,0
H,00MF,0,39111,B,1,1,2023,N,9,N,V,1,1,V,N,N,1,1,31,2023-05-08,0
H,21UI,0,30036,B,1,2,2023,N,9,R,M,0,1,A,N,N,1,1,38,2023-05-08,0
W,21PE,0,50950,B,1,2,2023,N,9,E,M,0,2,A,N,N,1,1,55,2023-05-08,0
W,21PH,0,60020,M,1,2,2023,N,9,R,M,0,2,A,N,N,1,1,23,2023-05-08,0
W,21PK,0,56615,B,1,2,2023,N,9,E,V,2,0,V,N,N,1,1,31,2023-05-08,0
H,21UI,0,49307,M,1,2,2023,N,9,R,M,2,0,V,N,N,1,1,23,2023-05-08,0
H,28DN,0,34464,B,1,1,2023,N,9,N,M,1,0,I,J,J,6,6,23,2023-05-08,0
H,21RI,0,34560,B,3,,2023,N,9,N,V,1,0,V,J,J,6,6,62,2023-05-08,0
W,21PJ,0,66902,M,1,2,2023,N,9,R,V,0,2,A,N,N,1,1,25,2023-05-08,0
H,25BE,0,45289,M,1,2,2023,N,9,R,V,0,1,A,N,N,1,1,48,2023-05-08,0
H,25BE,0,34560,B,1,1,2023,N,9,N,V,2,0,V,N,N,1,1,46,2023-05-08,0
W,21PG,0,50439,B,1,2,2023,N,9,E,M,3,1,V,N,N,1,1,46,2023-05-08,0
H,25DW,0,34609,B,1,,2023,N,9,N,V,1,0,I,J,J,6,6,25,2023-05-08,0
H,25DW,0,39280,B,1,,2023,N,9,N,M,1,0,I,J,J,6,6,45,2023-05-08,0
W,21PG,0,60353,M,1,2,2023,N,9,R,M,0,1,A,N,N,1,1,38,2023-05-08,0
W,21PK,0,56615,B,1,2,2023,N,9,R,V,2,0,V,N,N,1,1,21,2023-05-08,0
W,21PM,0,66981,M,1,2,2023,N,9,R,M,0,1,A,N,N,1,1,56,2023-05-08,0
W,21PL,0,60644,M,1,2,2023,N,9,E,V,1,0,V,N,N,1,1,29,2023-05-08,0
W,21PE,0,60066,M,1,2,2023,N,9,N,V,1,0,V,N,N,3,5,39,2023-05-08,0
H,30VP,0,34808,B,1,,2023,N,9,N,M,1,0,I,J,J,6,6,23,2023-05-08,0
H,00MF,0,39111,B,1,1,2023,N,9,N,V,1,3,A,N,N,1,1,36,2023-05-08,0
W,21PJ,0,56551,B,1,1,2023,N,9,N,V,1,0,V,N,N,1,1,30,2023-05-08,0
W,21PM,0,56604,B,1,1,2023,N,9,N,V,1,1,A,N,N,1,1,88,2023-05-08,0
W,21PB,12,59316,B,1,2,2023,N,9,R,V,1,0,V,N,N,1,1,25,2023-05-08,0
W,21PH,0,60025,M,1,2,2023,N,9,R,M,0,1,A,N,N,1,1,52,2023-05-08,0
H,25DW,0,34560,B,1,1,2023,N,9,N,V,1,0,V,N,N,1,1,150,2023-05-08,0
H,23KJ,0,39111,B,1,2,2023,N,9,R,V,0,1,A,N,N,1,1,26,2023-05-08,0
H,21RI,0,34507,B,1,1,2023,N,9,N,V,1,1,A,N,N,1,1,98,2023-05-08,0
H,25KB,0,34280,B,1,2,2023,N,9,R,M,1,0,V,N,N,1,1,24,2023-05-08,0
H,27UM,1,34579,B,1,1,2023,N,9,N,V,1,0,V,N,N,1,1,65,2023-05-08,0
W,21PB,12,56606,B,1,2,2023,N,9,E,V,2,1,A,N,N,1,1,25,2023-05-08,0
W,21PE,0,56833,B,1,2,2023,N,9,E,M,1,2,A,N,N,1,1,23,2023-05-08,0
W,21PF,0,56962,B,1,1,2023,N,9,N,M,3,0,V,N,N,1,1,28,2023-05-08,0
W,21PM,0,66451,M,1,1,2023,N,9,N,M,1,0,V,N,N,3,5,28,2023-05-08,0
H,25DW,16,44113,M,2,,2023,N,9,N,V,1,0,I,J,J,6,6,28,2023-05-08,0
W,21PB,0,50300,B,1,2,2023,N,9,R,M,1,0,V,N,N,1,1,30,2023-05-08,0
H,01VU,0,34263,B,1,1,2023,N,9,N,M,1,0,V,N,N,1,1,84,2023-05-08,0
W,21PB,0,66604,M,1,2,2023,N,9,R,V,1,1,V,N,N,1,1,39,2023-05-08,0
W,21PG,0,60438,M,1,2,2023,N,9,R,M,1,2,A,N,N,1,1,24,2023-05-08,0
W,21PK,2,56551,B,1,1,2023,N,9,N,V,2,0,V,N,N,4,4,57,2023-05-08,0
H,22OJ,0,80113,A,1,1,2023,N,9,N,M,1,0,V,N,N,1,1,26,2023-05-08,0
W,21PE,0,56604,B,1,1,2023,N,9,N,V,2,1,V,N,N,2,2,27,2023-05-08,0
W,21PE,0,60652,M,1,2,2023,N,9,E,M,2,0,V,N,N,3,4,21,2023-05-08,0
W,21PC,0,66157,M,1,1,2023,N,9,N,V,1,0,I,J,J,6,6,34,2023-05-08,0
H,30GB,3,30029,B,1,2,2023,N,9,E,M,1,0,V,N,N,1,1,27,2023-05-08,0
H,31FR,0,35198,B,2,1,2023,N,9,N,V,1,0,I,J,J,6,6,26,2023-05-08,0
W,21PD,0,66604,M,1,2,2023,N,9,N,V,1,2,A,N,N,3,4,38,2023-05-08,0
W,21PK,0,60216,M,1,1,2023,N,9,N,V,1,0,V,N,N,3,5,22,2023-05-08,0
H,25DW,0,34035,B,1,1,2023,N,9,N,M,2,0,V,N,N,1,1,67,2023-05-08,0
W,21PK,0,50897,B,1,,2023,N,9,N,V,1,0,V,J,J,6,6,23,2023-05-08,0
W,21PJ,0,56553,B,1,1,2023,N,9,N,V,2,0,V,N,N,1,1,28,2023-05-08,0
W,21PE,0,60652,M,1,2,2023,N,9,N,M,1,1,V,N,N,3,5,24,2023-05-08,0
W,21PK,0,59318,B,1,2,2023,N,9,E,M,2,3,A,N,N,1,1,25,2023-05-08,0
W,21PM,0,50700,B,1,1,2023,N,9,N,M,2,0,V,N,N,1,1,26,2023-05-08,0
W,21PJ,0,60019,M,1,2,2023,N,9,E,V,3,0,V,N,N,1,1,36,2023-05-08,0
H,25BE,0,34116,B,1,1,2023,N,9,N,V,1,1,V,N,N,1,1,22,2023-05-08,0
W,21PB,0,66604,M,1,1,2023,N,9,N,V,4,0,V,N,N,3,4,39,2023-05-08,0
H,01VU,0,35158,B,1,,2023,N,9,N,V,1,0,V,N,N,1,1,61,2023-05-08,0
H,30HD,2,34333,B,1,1,2023,N,9,N,V,1,0,V,N,N,1,1,46,2023-05-08,0
H,25DW,0,30023,B,1,1,2023,N,9,N,V,2,0,V,N,N,1,1,21,2023-05-08,0
H,25KB,1,80142,A,2,1,2023,N,9,N,V,1,0,V,N,N,1,1,31,2023-05-08,0
H,25BA,0,34116,B,1,1,2023,N,9,N,V,1,0,V,N,N,1,1,97,2023-05-08,0
W,21PC,0,56034,B,1,1,2023,N,9,N,M,1,0,V,J,J,6,6,40,2023-05-08,0
H,30GB,13,39111,B,1,1,2023,N,9,N,V,1,0,I,J,J,6,6,27,2023-05-08,0
H,09OT,0,34808,B,1,,2023,N,9,N,V,1,0,I,J,J,6,6,70,2023-05-08,0
W,21PJ,0,50019,B,1,2,2023,N,9,N,M,2,0,V,N,N,1,1,24,2023-05-08,0
H,25BE,0,34405,B,1,1,2023,N,9,N,V,1,0,V,N,N,1,1,51,2023-05-08,0
W,21PC,0,56157,B,1,1,2023,N,9,N,V,2,0,V,N,N,1,1,47,2023-05-08,0
W,21PE,0,60652,M,1,2,2023,N,9,E,V,1,0,V,N,N,1,1,42,2023-05-08,0
W,21PJ,0,60019,M,1,2,2023,N,9,E,M,4,1,V,N,N,1,1,21,2023-05-08,0
H,30GB,4,35158,B,1,1,2023,N,9,N,V,1,0,V,N,N,1,1,49,2023-05-08,0
H,23AH,1,39208,B,1,1,2023,N,9,N,V,1,0,V,N,N,1,1,22,2023-05-08,0
H,21CW,0,30009,B,1,1,2023,N,9,N,M,1,0,V,N,N,1,1,62,2023-05-08,0
W,21PL,0,56551,B,1,,2023,N,9,N,M,1,0,I,J,J,6,6,25,2023-05-08,0
W,21PD,0,50700,B,1,1,2023,N,9,N,V,1,1,A,N,N,1,1,21,2023-05-08,0
H,31FR,0,34397,B,1,1,2023,N,9,N,V,1,0,V,N,N,1,1,22,2023-05-08,0
W,21PK,0,59332,B,1,2,2023,N,9,R,V,0,2,A,N,N,1,1,22,2023-05-08,0
H,22OJ,0,34116,B,2,,2023,N,9,N,V,1,0,I,J,J,6,6,49,2023-05-08,0
H,25DW,0,34092,B,1,1,2023,N,9,N,V,1,0,V,N,N,1,1,41,2023-05-08,0
H,25DW,0,49115,M,3,,2023,N,9,N,V,1,0,V,J,J,6,6,33,2023-05-08,0
H,27UM,1,39205,B,1,2,2023,N,9,E,V,3,0,V,N,N,1,1,38,2023-05-08,0
H,02NT,0,39111,B,1,,2023,N,9,E,V,1,0,I,J,J,6,6,107,2023-05-08,0
W,21PD,0,56631,B,1,1,2023,N,9,N,V,4,0,V,N,N,1,1,25,2023-05-08,0
W,21PD,0,66604,M,1,2,2023,N,9,R,V,0,1,A,N,N,1,1,76,2023-05-08,0
W,21PJ,0,60017,M,1,2,2023,N,9,R,V,1,0,V,N,N,1,1,27,2023-05-08,0
H,25KB,0,30029,B,1,2,2023,N,9,N,M,1,0,V,N,N,1,1,42,2023-05-08,0
H,21MI,0,34560,B,1,1,2023,N,9,N,V,1,0,V,N,N,1,1,56,2023-05-08,0
W,21PD,0,56551,B,1,1,2023,N,9,N,V,2,0,V,N,N,1,1,114,2023-05-08,0
W,21PL,0,56469,B,1,1,2023,N,9,N,V,0,1,A,N,N,2,2,24,2023-05-08,0
H,21RI,0,34405,B,1,,2023,N,9,N,V,1,0,I,J,J,6,6,69,2023-05-08,0
W,21PK,0,56824,B,1,1,2023,N,9,N,V,1,0,V,N,N,4,4,56,2023-05-08,0
H,22OJ,0,39111,B,1,,2023,N,9,N,V,1,0,V,J,J,6,6,37,2023-05-08,0
W,21PE,0,50950,B,1,2,2023,N,9,E,V,1,3,A,N,N,1,1,26,2023-05-08,0
H,25BE,0,34116,B,1,1,2023,N,9,N,M,1,0,V,N,N,1,1,42,2023-05-08,0
W,21PB,0,56469,B,1,1,2023,N,9,N,V,2,1,A,N,N,1,1,34,2023-05-08,0
W,21PF,0,56956,B,1,2,2023,N,9,E,M,0,2,A,N,N,1,1,108,2023-05-08,0
H,25JX,0,39280,B,1,,2023,N,9,N,M,1,0,I,J,J,6,6,98,2023-05-08,0
H,01VU,0,80113,A,1,1,2023,N,9,N,V,1,0,V,N,N,1,1,26,2023-05-08,0
W,21PI,0,60108,M,1,2,2023,N,9,R,M,0,1,A,N,N,1,1,32,2023-05-08,0
W,21PB,0,60084,M,1,2,2023,N,9,E,V,3,0,V,N,N,1,1,25,2023-05-08,0
W,21PC,0,56950,B,1,1,2023,N,9,N,V,1,0,I,J,J,6,6,29,2023-05-08,0
H,31FR,0,30029,B,1,2,2023,N,9,E,V,1,0,I,J,J,6,6,64,2023-05-08,0
W,21PJ,0,50019,B,1,2,2023,N,9,E,M,0,2,A,N,N,1,1,36,2023-05-08,0
W,21PB,12,50429,B,1,2,2023,N,9,E,V,2,1,V,N,N,1,1,57,2023-05-08,0
W,21PH,0,50439,B,1,2,2023,N,9,R,M,1,1,V,N,N,1,1,39,2023-05-08,0
H,27PZ,5,34808,B,1,,2023,N,9,N,V,1,0,V,N,N,1,1,27,2023-05-08,0
H,25DW,0,34576,B,1,1,2023,N,9,N,V,1,1,A,N,N,1,1,40,2023-05-08,0
H,31FR,0,35516,B,1,1,2023,N,9,N,V,1,0,I,J,J,6,6,48,2023-05-08,0
W,21PI,0,66849,M,1,2,2023,N,9,R,M,0,1,A,N,N,1,1,73,2023-05-08,0
W,21PF,0,56952,B,1,1,2023,N,9,N,M,1,0,V,N,N,5,5,24,2023-05-08,0
H,21UI,0,35524,B,1,2,2023,N,9,N,V,1,0,V,N,N,1,1,22,2023-05-08,0
W,21PC,0,50950,B,1,2,2023,N,9,N,M,2,0,V,N,N,5,5,22,2023-05-08,0
W,21PD,0,66607,M,1,1,2023,N,9,N,V,1,1,A,N,N,2,2,27,2023-05-08,0
W,21PE,0,66604,M,1,2,2023,N,9,E,V,2,1,V,N,N,1,1,35,2023-05-08,0
W,21PJ,0,50393,B,1,2,2023,N,9,E,M,2,1,V,N,N,1,1,23,2023-05-08,0
H,02NR,1,34411,B,1,2,2023,N,9,N,V,1,2,A,N,N,1,1,23,2023-05-08,0
W,21PB,0,75025,P,1,2,2023,N,9,R,V,2,0,V,N,N,1,1,33,2023-05-08,0
H,25JX,0,34560,B,2,,2023,N,9,N,V,1,0,I,J,J,6,6,51,2023-05-08,0
H,21UI,0,35524,B,1,,2023,N,9,E,V,1,0,I,J,J,6,6,30,2023-05-08,0
